family,n,total_empty,state,current_gap_m,current_gap_left,current_gap_right,current_pos,child_gap_count,child_gaps,best_response_gap_m,best_response_gap_left,best_response_gap_right,best_response_pos,best_response_edge_distance,winning_response_count,response_child_gap_count,response_child_gaps
OO_MM,1,2,"1:1:1 1:2:2",1,1,1,0,1,"1:1:1",1,1,1,0,0,1,0,""
OO_WM_PLUS,1,3,"1:2:2 2:0:1",2,0,1,1,2,"1:0:2 1:1:1",1,1,1,0,0,1,1,"1:0:1"
MO_MO,2,4,"2:1:2 2:1:2",2,1,2,0,2,"1:1:2 2:1:2",2,1,2,0,0,1,2,"1:1:2 1:1:2"
OO_MM,2,4,"2:1:1 2:2:2",2,1,1,0,2,"1:2:2 2:1:1",2,1,1,0,0,1,2,"1:1:1 1:2:2"
OO_WM,2,4,"2:0:1 2:2:2",2,0,1,1,2,"1:0:2 2:1:1",2,1,1,0,0,1,2,"1:0:1 1:2:2"
OO_WM_PLUS,2,5,"2:2:2 3:0:1",3,0,1,1,3,"1:0:2 1:2:2 2:1:1",2,1,1,0,0,1,3,"1:0:1 1:1:1 1:2:2"
OO_WM_PLUS,2,5,"2:2:2 3:0:1",3,0,1,2,2,"2:0:2 2:1:1",2,1,1,0,0,1,2,"1:2:2 2:0:1"
WO_MO,2,4,"2:0:2 2:1:2",2,1,2,0,2,"1:1:2 2:0:1",2,0,1,1,0,1,2,"1:0:2 1:1:2"
WO_PLUS_MO,2,5,"2:1:2 3:0:2",2,1,2,0,2,"1:1:2 3:0:1",3,0,1,2,0,2,2,"1:1:2 2:0:2"
WO_PLUS_MO,2,5,"2:1:2 3:0:2",3,0,2,1,3,"1:0:2 1:1:2 2:1:2",2,1,2,0,0,1,3,"1:0:1 1:1:2 1:1:2"
MO_MO,3,6,"3:1:2 3:1:2",3,1,2,0,2,"2:1:2 3:1:2",3,1,2,0,0,2,2,"2:1:2 2:1:2"
MO_MO,3,6,"3:1:2 3:1:2",3,1,2,1,3,"1:1:2 1:2:2 3:1:2",3,1,2,1,1,1,4,"1:1:1 1:1:2 1:1:2 1:2:2"
OO_MM,3,6,"3:1:1 3:2:2",3,1,1,0,2,"2:2:2 3:1:1",3,1,1,0,0,2,2,"2:1:1 2:2:2"
OO_MM,3,6,"3:1:1 3:2:2",3,1,1,1,3,"1:2:2 1:2:2 3:1:1",3,1,1,0,0,2,3,"1:1:1 1:1:1 2:2:2"
OO_MM,3,6,"3:1:1 3:2:2",3,2,2,1,3,"1:1:2 1:1:2 3:2:2",3,2,2,1,1,1,4,"1:1:2 1:1:2 1:1:2 1:1:2"
OO_WM,3,6,"3:0:1 3:2:2",3,0,1,1,3,"1:0:2 1:2:2 3:1:1",3,1,1,0,0,2,3,"1:0:1 1:1:1 2:2:2"
OO_WM,3,6,"3:0:1 3:2:2",3,0,1,2,2,"2:0:2 3:1:1",3,1,1,0,0,2,2,"2:0:1 2:2:2"
OO_WM,3,6,"3:0:1 3:2:2",3,2,2,1,3,"1:1:2 1:1:2 3:0:2",3,0,2,1,1,1,4,"1:0:2 1:1:2 1:1:2 1:1:2"
OO_WM_PLUS,3,7,"3:2:2 4:0:1",3,2,2,1,3,"1:1:2 1:1:2 4:0:2",4,0,2,2,1,1,4,"1:1:2 1:1:2 1:1:2 2:0:2"
OO_WM_PLUS,3,7,"3:2:2 4:0:1",4,0,1,1,3,"1:0:2 2:2:2 3:1:1",3,1,1,0,0,2,3,"1:0:1 2:1:1 2:2:2"
OO_WM_PLUS,3,7,"3:2:2 4:0:1",4,0,1,2,3,"1:2:2 2:0:2 3:1:1",3,1,1,0,0,2,3,"1:1:1 2:0:1 2:2:2"
OO_WM_PLUS,3,7,"3:2:2 4:0:1",4,0,1,3,2,"3:0:2 3:1:1",3,1,1,0,0,2,2,"2:2:2 3:0:1"
WO_MO,3,6,"3:0:2 3:1:2",3,0,2,1,3,"1:0:2 1:1:2 3:1:2",3,1,2,1,1,1,4,"1:0:1 1:1:2 1:1:2 1:2:2"
WO_MO,3,6,"3:0:2 3:1:2",3,1,2,0,2,"2:1:2 3:0:1",3,0,1,2,0,2,2,"2:0:2 2:1:2"
WO_MO,3,6,"3:0:2 3:1:2",3,1,2,1,3,"1:1:2 1:2:2 3:0:1",3,0,1,2,0,2,3,"1:1:1 1:1:2 2:0:2"
WO_PLUS_MO,3,7,"3:1:2 4:0:2",3,1,2,0,2,"2:1:2 4:0:1",4,0,1,3,0,3,2,"2:1:2 3:0:2"
WO_PLUS_MO,3,7,"3:1:2 4:0:2",3,1,2,1,3,"1:1:2 1:2:2 4:0:1",4,0,1,1,1,2,4,"1:0:2 1:1:1 1:1:2 2:2:2"
WO_PLUS_MO,3,7,"3:1:2 4:0:2",4,0,2,1,3,"1:0:2 2:1:2 3:1:2",3,1,2,0,0,2,3,"1:0:1 2:1:2 2:1:2"
WO_PLUS_MO,3,7,"3:1:2 4:0:2",4,0,2,2,3,"1:1:2 2:0:2 3:1:2",3,1,2,1,1,1,4,"1:1:2 1:1:2 1:2:2 2:0:1"
MO_MO,4,8,"4:1:2 4:1:2",4,1,2,0,2,"3:1:2 4:1:2",4,1,2,0,0,3,2,"3:1:2 3:1:2"
MO_MO,4,8,"4:1:2 4:1:2",4,1,2,1,3,"1:2:2 2:1:2 4:1:2",4,1,2,1,1,2,4,"1:1:1 1:2:2 2:1:2 2:1:2"
MO_MO,4,8,"4:1:2 4:1:2",4,1,2,2,3,"1:1:2 2:2:2 4:1:2",4,1,2,2,1,1,4,"1:1:2 1:1:2 2:1:1 2:2:2"
OO_MM,4,8,"4:1:1 4:2:2",4,1,1,0,2,"3:2:2 4:1:1",4,1,1,0,0,3,2,"3:1:1 3:2:2"
OO_MM,4,8,"4:1:1 4:2:2",4,1,1,1,3,"1:2:2 2:2:2 4:1:1",4,1,1,1,1,1,4,"1:1:1 1:2:2 2:1:1 2:2:2"
OO_MM,4,8,"4:1:1 4:2:2",4,2,2,1,3,"1:1:2 2:1:2 4:2:2",4,2,2,1,1,1,4,"1:1:2 1:1:2 2:1:2 2:1:2"
OO_WM,4,8,"4:0:1 4:2:2",4,0,1,1,3,"1:0:2 2:2:2 4:1:1",4,1,1,1,1,1,4,"1:0:1 1:2:2 2:1:1 2:2:2"
OO_WM,4,8,"4:0:1 4:2:2",4,0,1,2,3,"1:2:2 2:0:2 4:1:1",4,1,1,1,1,1,4,"1:1:1 1:2:2 2:0:1 2:2:2"
OO_WM,4,8,"4:0:1 4:2:2",4,0,1,3,2,"3:0:2 4:1:1",4,1,1,0,0,3,2,"3:0:1 3:2:2"
OO_WM,4,8,"4:0:1 4:2:2",4,2,2,1,3,"1:1:2 2:1:2 4:0:2",4,0,2,1,1,2,4,"1:0:2 1:1:2 2:1:2 2:1:2"
OO_WM_PLUS,4,9,"4:2:2 5:0:1",4,2,2,1,3,"1:1:2 2:1:2 5:0:2",5,0,2,3,1,2,4,"1:1:2 1:1:2 2:1:2 3:0:2"
OO_WM_PLUS,4,9,"4:2:2 5:0:1",5,0,1,1,3,"1:0:2 3:2:2 4:1:1",4,1,1,0,0,3,3,"1:0:1 3:1:1 3:2:2"
OO_WM_PLUS,4,9,"4:2:2 5:0:1",5,0,1,2,3,"2:0:2 2:2:2 4:1:1",4,1,1,1,1,1,4,"1:2:2 2:0:1 2:1:1 2:2:2"
OO_WM_PLUS,4,9,"4:2:2 5:0:1",5,0,1,3,3,"1:2:2 3:0:2 4:1:1",4,1,1,1,1,1,4,"1:1:1 1:2:2 2:2:2 3:0:1"
OO_WM_PLUS,4,9,"4:2:2 5:0:1",5,0,1,4,2,"4:0:2 4:1:1",4,1,1,0,0,3,2,"3:2:2 4:0:1"
WO_MO,4,8,"4:0:2 4:1:2",4,0,2,1,3,"1:0:2 2:1:2 4:1:2",4,1,2,1,1,2,4,"1:0:1 1:2:2 2:1:2 2:1:2"
WO_MO,4,8,"4:0:2 4:1:2",4,0,2,2,3,"1:1:2 2:0:2 4:1:2",4,1,2,2,1,1,4,"1:1:2 1:1:2 2:0:1 2:2:2"
WO_MO,4,8,"4:0:2 4:1:2",4,1,2,0,2,"3:1:2 4:0:1",4,0,1,3,0,3,2,"3:0:2 3:1:2"
WO_MO,4,8,"4:0:2 4:1:2",4,1,2,1,3,"1:2:2 2:1:2 4:0:1",4,0,1,1,1,2,4,"1:0:2 1:1:1 2:1:2 2:2:2"
WO_MO,4,8,"4:0:2 4:1:2",4,1,2,2,3,"1:1:2 2:2:2 4:0:1",4,0,1,1,1,2,4,"1:0:2 1:1:2 2:1:1 2:2:2"
WO_PLUS_MO,4,9,"4:1:2 5:0:2",4,1,2,0,2,"3:1:2 5:0:1",5,0,1,4,0,5,2,"3:1:2 4:0:2"
WO_PLUS_MO,4,9,"4:1:2 5:0:2",4,1,2,1,3,"1:2:2 2:1:2 5:0:1",5,0,1,3,1,2,4,"1:1:1 1:2:2 2:1:2 3:0:2"
WO_PLUS_MO,4,9,"4:1:2 5:0:2",4,1,2,2,3,"1:1:2 2:2:2 5:0:1",5,0,1,2,2,1,4,"1:1:2 2:0:2 2:1:1 2:2:2"
WO_PLUS_MO,4,9,"4:1:2 5:0:2",5,0,2,1,3,"1:0:2 3:1:2 4:1:2",4,1,2,0,0,3,3,"1:0:1 3:1:2 3:1:2"
WO_PLUS_MO,4,9,"4:1:2 5:0:2",5,0,2,2,3,"2:0:2 2:1:2 4:1:2",4,1,2,1,1,2,4,"1:2:2 2:0:1 2:1:2 2:1:2"
WO_PLUS_MO,4,9,"4:1:2 5:0:2",5,0,2,3,3,"1:1:2 3:0:2 4:1:2",4,1,2,1,1,2,4,"1:1:2 1:2:2 2:1:2 3:0:1"
MO_MO,5,10,"5:1:2 5:1:2",5,1,2,0,2,"4:1:2 5:1:2",5,1,2,0,0,5,2,"4:1:2 4:1:2"
MO_MO,5,10,"5:1:2 5:1:2",5,1,2,1,3,"1:2:2 3:1:2 5:1:2",5,1,2,1,1,3,4,"1:1:1 1:2:2 3:1:2 3:1:2"
MO_MO,5,10,"5:1:2 5:1:2",5,1,2,2,3,"2:1:2 2:2:2 5:1:2",5,1,2,2,2,1,4,"2:1:1 2:1:2 2:1:2 2:2:2"
MO_MO,5,10,"5:1:2 5:1:2",5,1,2,3,3,"1:1:2 3:2:2 5:1:2",5,1,2,1,1,3,4,"1:1:2 1:2:2 3:1:1 3:1:2"
OO_MM,5,10,"5:1:1 5:2:2",5,1,1,0,2,"4:2:2 5:1:1",5,1,1,0,0,4,2,"4:1:1 4:2:2"
OO_MM,5,10,"5:1:1 5:2:2",5,1,1,1,3,"1:2:2 3:2:2 5:1:1",5,1,1,1,1,2,4,"1:1:1 1:2:2 3:1:1 3:2:2"
OO_MM,5,10,"5:1:1 5:2:2",5,1,1,2,3,"2:2:2 2:2:2 5:1:1",5,1,1,2,2,1,4,"2:1:1 2:1:1 2:2:2 2:2:2"
OO_MM,5,10,"5:1:1 5:2:2",5,2,2,1,3,"1:1:2 3:1:2 5:2:2",5,2,2,1,1,1,4,"1:1:2 1:1:2 3:1:2 3:1:2"
OO_MM,5,10,"5:1:1 5:2:2",5,2,2,2,3,"2:1:2 2:1:2 5:2:2",5,2,2,2,2,1,4,"2:1:2 2:1:2 2:1:2 2:1:2"
OO_WM,5,10,"5:0:1 5:2:2",5,0,1,1,3,"1:0:2 3:2:2 5:1:1",5,1,1,1,1,2,4,"1:0:1 1:2:2 3:1:1 3:2:2"
OO_WM,5,10,"5:0:1 5:2:2",5,0,1,2,3,"2:0:2 2:2:2 5:1:1",5,1,1,2,2,1,4,"2:0:1 2:1:1 2:2:2 2:2:2"
OO_WM,5,10,"5:0:1 5:2:2",5,0,1,3,3,"1:2:2 3:0:2 5:1:1",5,1,1,1,1,2,4,"1:1:1 1:2:2 3:0:1 3:2:2"
OO_WM,5,10,"5:0:1 5:2:2",5,0,1,4,2,"4:0:2 5:1:1",5,1,1,0,0,5,2,"4:0:1 4:2:2"
OO_WM,5,10,"5:0:1 5:2:2",5,2,2,1,3,"1:1:2 3:1:2 5:0:2",5,0,2,1,1,3,4,"1:0:2 1:1:2 3:1:2 3:1:2"
OO_WM,5,10,"5:0:1 5:2:2",5,2,2,2,3,"2:1:2 2:1:2 5:0:2",5,0,2,2,2,1,4,"2:0:2 2:1:2 2:1:2 2:1:2"
OO_WM_PLUS,5,11,"5:2:2 6:0:1",5,2,2,1,3,"1:1:2 3:1:2 6:0:2",6,0,2,4,1,2,4,"1:1:2 1:1:2 3:1:2 4:0:2"
OO_WM_PLUS,5,11,"5:2:2 6:0:1",5,2,2,2,3,"2:1:2 2:1:2 6:0:2",6,0,2,3,2,1,4,"2:1:2 2:1:2 2:1:2 3:0:2"
OO_WM_PLUS,5,11,"5:2:2 6:0:1",6,0,1,1,3,"1:0:2 4:2:2 5:1:1",5,1,1,0,0,4,3,"1:0:1 4:1:1 4:2:2"
OO_WM_PLUS,5,11,"5:2:2 6:0:1",6,0,1,2,3,"2:0:2 3:2:2 5:1:1",5,1,1,1,1,2,4,"1:2:2 2:0:1 3:1:1 3:2:2"
OO_WM_PLUS,5,11,"5:2:2 6:0:1",6,0,1,3,3,"2:2:2 3:0:2 5:1:1",5,1,1,2,2,1,4,"2:1:1 2:2:2 2:2:2 3:0:1"
OO_WM_PLUS,5,11,"5:2:2 6:0:1",6,0,1,4,3,"1:2:2 4:0:2 5:1:1",5,1,1,1,1,2,4,"1:1:1 1:2:2 3:2:2 4:0:1"
OO_WM_PLUS,5,11,"5:2:2 6:0:1",6,0,1,5,2,"5:0:2 5:1:1",5,1,1,0,0,5,2,"4:2:2 5:0:1"
WO_MO,5,10,"5:0:2 5:1:2",5,0,2,1,3,"1:0:2 3:1:2 5:1:2",5,1,2,1,1,3,4,"1:0:1 1:2:2 3:1:2 3:1:2"
WO_MO,5,10,"5:0:2 5:1:2",5,0,2,2,3,"2:0:2 2:1:2 5:1:2",5,1,2,2,2,1,4,"2:0:1 2:1:2 2:1:2 2:2:2"
WO_MO,5,10,"5:0:2 5:1:2",5,0,2,3,3,"1:1:2 3:0:2 5:1:2",5,1,2,1,1,3,4,"1:1:2 1:2:2 3:0:1 3:1:2"
WO_MO,5,10,"5:0:2 5:1:2",5,1,2,0,2,"4:1:2 5:0:1",5,0,1,4,0,5,2,"4:0:2 4:1:2"
WO_MO,5,10,"5:0:2 5:1:2",5,1,2,1,3,"1:2:2 3:1:2 5:0:1",5,0,1,1,1,3,4,"1:0:2 1:1:1 3:1:2 3:2:2"
WO_MO,5,10,"5:0:2 5:1:2",5,1,2,2,3,"2:1:2 2:2:2 5:0:1",5,0,1,2,2,1,4,"2:0:2 2:1:1 2:1:2 2:2:2"
WO_MO,5,10,"5:0:2 5:1:2",5,1,2,3,3,"1:1:2 3:2:2 5:0:1",5,0,1,1,1,3,4,"1:0:2 1:1:2 3:1:1 3:2:2"
WO_PLUS_MO,5,11,"5:1:2 6:0:2",5,1,2,0,2,"4:1:2 6:0:1",6,0,1,5,0,7,2,"4:1:2 5:0:2"
WO_PLUS_MO,5,11,"5:1:2 6:0:2",5,1,2,1,3,"1:2:2 3:1:2 6:0:1",6,0,1,4,1,3,4,"1:1:1 1:2:2 3:1:2 4:0:2"
WO_PLUS_MO,5,11,"5:1:2 6:0:2",5,1,2,2,3,"2:1:2 2:2:2 6:0:1",6,0,1,3,2,1,4,"2:1:1 2:1:2 2:2:2 3:0:2"
WO_PLUS_MO,5,11,"5:1:2 6:0:2",5,1,2,3,3,"1:1:2 3:2:2 6:0:1",6,0,1,4,1,3,4,"1:1:2 1:2:2 3:1:1 4:0:2"
WO_PLUS_MO,5,11,"5:1:2 6:0:2",6,0,2,1,3,"1:0:2 4:1:2 5:1:2",5,1,2,0,0,5,3,"1:0:1 4:1:2 4:1:2"
WO_PLUS_MO,5,11,"5:1:2 6:0:2",6,0,2,2,3,"2:0:2 3:1:2 5:1:2",5,1,2,1,1,3,4,"1:2:2 2:0:1 3:1:2 3:1:2"
WO_PLUS_MO,5,11,"5:1:2 6:0:2",6,0,2,3,3,"2:1:2 3:0:2 5:1:2",5,1,2,2,2,1,4,"2:1:2 2:1:2 2:2:2 3:0:1"
WO_PLUS_MO,5,11,"5:1:2 6:0:2",6,0,2,4,3,"1:1:2 4:0:2 5:1:2",5,1,2,1,1,3,4,"1:1:2 1:2:2 3:1:2 4:0:1"
MO_MO,6,12,"6:1:2 6:1:2",6,1,2,0,2,"5:1:2 6:1:2",6,1,2,0,0,6,2,"5:1:2 5:1:2"
MO_MO,6,12,"6:1:2 6:1:2",6,1,2,1,3,"1:2:2 4:1:2 6:1:2",4,1,2,2,1,4,4,"1:1:1 1:1:2 2:2:2 6:1:2"
MO_MO,6,12,"6:1:2 6:1:2",6,1,2,2,3,"2:2:2 3:1:2 6:1:2",6,1,2,2,2,1,4,"2:1:1 2:2:2 3:1:2 3:1:2"
MO_MO,6,12,"6:1:2 6:1:2",6,1,2,3,3,"2:1:2 3:2:2 6:1:2",6,1,2,4,1,3,4,"1:1:2 2:1:2 3:1:1 4:2:2"
MO_MO,6,12,"6:1:2 6:1:2",6,1,2,4,3,"1:1:2 4:2:2 6:1:2",6,1,2,4,1,2,4,"1:1:2 1:1:2 4:1:1 4:2:2"
OO_MM,6,12,"6:1:1 6:2:2",6,1,1,0,2,"5:2:2 6:1:1",6,1,1,0,0,5,2,"5:1:1 5:2:2"
OO_MM,6,12,"6:1:1 6:2:2",6,1,1,1,3,"1:2:2 4:2:2 6:1:1",4,2,2,1,1,3,4,"1:1:1 1:1:2 2:1:2 6:2:2"
OO_MM,6,12,"6:1:1 6:2:2",6,1,1,2,3,"2:2:2 3:2:2 6:1:1",6,1,1,2,2,1,4,"2:1:1 2:2:2 3:1:1 3:2:2"
OO_MM,6,12,"6:1:1 6:2:2",6,2,2,1,3,"1:1:2 4:1:2 6:2:2",4,1,2,2,1,2,4,"1:1:2 1:1:2 2:2:2 6:1:1"
OO_MM,6,12,"6:1:1 6:2:2",6,2,2,2,3,"2:1:2 3:1:2 6:2:2",6,2,2,2,2,1,4,"2:1:2 2:1:2 3:1:2 3:1:2"
OO_WM,6,12,"6:0:1 6:2:2",6,0,1,1,3,"1:0:2 4:2:2 6:1:1",4,2,2,1,1,3,4,"1:0:1 1:1:2 2:1:2 6:2:2"
OO_WM,6,12,"6:0:1 6:2:2",6,0,1,2,3,"2:0:2 3:2:2 6:1:1",6,1,1,2,2,1,4,"2:0:1 2:2:2 3:1:1 3:2:2"
OO_WM,6,12,"6:0:1 6:2:2",6,0,1,3,3,"2:2:2 3:0:2 6:1:1",6,1,1,2,2,1,4,"2:1:1 2:2:2 3:0:1 3:2:2"
OO_WM,6,12,"6:0:1 6:2:2",6,0,1,4,3,"1:2:2 4:0:2 6:1:1",4,0,2,1,1,4,4,"1:0:2 1:1:1 2:1:2 6:2:2"
OO_WM,6,12,"6:0:1 6:2:2",6,0,1,5,2,"5:0:2 6:1:1",6,1,1,0,0,6,2,"5:0:1 5:2:2"
OO_WM,6,12,"6:0:1 6:2:2",6,2,2,1,3,"1:1:2 4:1:2 6:0:2",4,1,2,2,1,4,4,"1:1:2 1:1:2 2:2:2 6:0:1"
OO_WM,6,12,"6:0:1 6:2:2",6,2,2,2,3,"2:1:2 3:1:2 6:0:2",6,0,2,2,2,2,4,"2:0:2 2:1:2 3:1:2 3:1:2"
OO_WM_PLUS,6,13,"6:2:2 7:0:1",6,2,2,1,3,"1:1:2 4:1:2 7:0:2",4,1,2,2,1,3,4,"1:1:2 1:1:2 2:2:2 7:0:1"
OO_WM_PLUS,6,13,"6:2:2 7:0:1",6,2,2,2,3,"2:1:2 3:1:2 7:0:2",7,0,2,5,1,3,4,"1:1:2 2:1:2 3:1:2 5:0:2"
OO_WM_PLUS,6,13,"6:2:2 7:0:1",7,0,1,1,3,"1:0:2 5:2:2 6:1:1",6,1,1,0,0,5,3,"1:0:1 5:1:1 5:2:2"
OO_WM_PLUS,6,13,"6:2:2 7:0:1",7,0,1,2,3,"2:0:2 4:2:2 6:1:1",4,2,2,1,1,3,4,"1:1:2 2:0:1 2:1:2 6:2:2"
OO_WM_PLUS,6,13,"6:2:2 7:0:1",7,0,1,3,3,"3:0:2 3:2:2 6:1:1",3,2,2,1,1,3,4,"1:1:2 1:1:2 3:0:1 6:2:2"
OO_WM_PLUS,6,13,"6:2:2 7:0:1",7,0,1,4,3,"2:2:2 4:0:2 6:1:1",6,1,1,2,2,1,4,"2:1:1 2:2:2 3:2:2 4:0:1"
OO_WM_PLUS,6,13,"6:2:2 7:0:1",7,0,1,5,3,"1:2:2 5:0:2 6:1:1",5,0,2,3,1,4,4,"1:1:1 1:1:2 3:0:2 6:2:2"
OO_WM_PLUS,6,13,"6:2:2 7:0:1",7,0,1,6,2,"6:0:2 6:1:1",6,1,1,0,0,6,2,"5:2:2 6:0:1"
WO_MO,6,12,"6:0:2 6:1:2",6,0,2,1,3,"1:0:2 4:1:2 6:1:2",4,1,2,2,1,4,4,"1:0:1 1:1:2 2:2:2 6:1:2"
WO_MO,6,12,"6:0:2 6:1:2",6,0,2,2,3,"2:0:2 3:1:2 6:1:2",6,1,2,2,2,1,4,"2:0:1 2:2:2 3:1:2 3:1:2"
WO_MO,6,12,"6:0:2 6:1:2",6,0,2,3,3,"2:1:2 3:0:2 6:1:2",6,1,2,4,1,3,4,"1:1:2 2:1:2 3:0:1 4:2:2"
WO_MO,6,12,"6:0:2 6:1:2",6,0,2,4,3,"1:1:2 4:0:2 6:1:2",4,0,2,2,1,4,4,"1:1:2 1:1:2 2:0:2 6:1:2"
WO_MO,6,12,"6:0:2 6:1:2",6,1,2,0,2,"5:1:2 6:0:1",6,0,1,5,0,6,2,"5:0:2 5:1:2"
WO_MO,6,12,"6:0:2 6:1:2",6,1,2,1,3,"1:2:2 4:1:2 6:0:1",4,1,2,2,1,5,4,"1:1:1 1:1:2 2:2:2 6:0:2"
WO_MO,6,12,"6:0:2 6:1:2",6,1,2,2,3,"2:2:2 3:1:2 6:0:1",6,0,1,2,2,2,4,"2:0:2 2:1:1 3:1:2 3:2:2"
WO_MO,6,12,"6:0:2 6:1:2",6,1,2,3,3,"2:1:2 3:2:2 6:0:1",6,0,1,1,1,3,4,"1:0:2 2:1:2 3:1:1 4:2:2"
WO_MO,6,12,"6:0:2 6:1:2",6,1,2,4,3,"1:1:2 4:2:2 6:0:1",6,0,1,1,1,3,4,"1:0:2 1:1:2 4:1:1 4:2:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",6,1,2,0,2,"5:1:2 7:0:1",7,0,1,6,0,9,2,"5:1:2 6:0:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",6,1,2,1,3,"1:2:2 4:1:2 7:0:1",4,1,2,1,1,5,4,"1:1:1 1:2:2 2:1:2 7:0:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",6,1,2,2,3,"2:2:2 3:1:2 7:0:1",7,0,1,4,2,1,4,"2:1:1 2:2:2 3:1:2 4:0:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",6,1,2,3,3,"2:1:2 3:2:2 7:0:1",3,2,2,1,1,5,4,"1:1:2 1:1:2 2:1:2 7:0:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",6,1,2,4,3,"1:1:2 4:2:2 7:0:1",4,2,2,1,1,4,4,"1:1:2 1:1:2 2:1:2 7:0:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",7,0,2,1,3,"1:0:2 5:1:2 6:1:2",6,1,2,0,0,6,3,"1:0:1 5:1:2 5:1:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",7,0,2,2,3,"2:0:2 4:1:2 6:1:2",4,1,2,2,1,4,4,"1:1:2 2:0:1 2:2:2 6:1:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",7,0,2,3,3,"3:0:2 3:1:2 6:1:2",6,1,2,4,1,3,4,"1:1:2 3:0:1 3:1:2 4:2:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",7,0,2,4,3,"2:1:2 4:0:2 6:1:2",6,1,2,4,1,3,4,"1:1:2 2:1:2 4:0:1 4:2:2"
WO_PLUS_MO,6,13,"6:1:2 7:0:2",7,0,2,5,3,"1:1:2 5:0:2 6:1:2",6,1,2,4,1,2,4,"1:1:2 1:1:2 4:2:2 5:0:1"
MO_MO,7,14,"7:1:2 7:1:2",7,1,2,0,2,"6:1:2 7:1:2",7,1,2,0,0,9,2,"6:1:2 6:1:2"
MO_MO,7,14,"7:1:2 7:1:2",7,1,2,1,3,"1:2:2 5:1:2 7:1:2",7,1,2,1,1,5,4,"1:1:1 1:2:2 5:1:2 5:1:2"
MO_MO,7,14,"7:1:2 7:1:2",7,1,2,2,3,"2:2:2 4:1:2 7:1:2",7,1,2,2,2,1,4,"2:1:1 2:2:2 4:1:2 4:1:2"
MO_MO,7,14,"7:1:2 7:1:2",7,1,2,3,3,"3:1:2 3:2:2 7:1:2",7,1,2,3,3,1,4,"3:1:1 3:1:2 3:1:2 3:2:2"
MO_MO,7,14,"7:1:2 7:1:2",7,1,2,4,3,"2:1:2 4:2:2 7:1:2",7,1,2,2,2,2,4,"2:1:2 2:2:2 4:1:1 4:1:2"
MO_MO,7,14,"7:1:2 7:1:2",7,1,2,5,3,"1:1:2 5:2:2 7:1:2",7,1,2,5,1,2,4,"1:1:2 1:1:2 5:1:1 5:2:2"
OO_MM,7,14,"7:1:1 7:2:2",7,1,1,0,2,"6:2:2 7:1:1",7,1,1,0,0,6,2,"6:1:1 6:2:2"
OO_MM,7,14,"7:1:1 7:2:2",7,1,1,1,3,"1:2:2 5:2:2 7:1:1",5,2,2,1,1,3,4,"1:1:1 1:1:2 3:1:2 7:2:2"
OO_MM,7,14,"7:1:1 7:2:2",7,1,1,2,3,"2:2:2 4:2:2 7:1:1",7,1,1,2,2,1,4,"2:1:1 2:2:2 4:1:1 4:2:2"
OO_MM,7,14,"7:1:1 7:2:2",7,1,1,3,3,"3:2:2 3:2:2 7:1:1",3,2,2,1,1,3,4,"1:1:2 1:1:2 3:1:1 7:2:2"
OO_MM,7,14,"7:1:1 7:2:2",7,2,2,1,3,"1:1:2 5:1:2 7:2:2",7,2,2,1,1,3,4,"1:1:2 1:1:2 5:1:2 5:1:2"
OO_MM,7,14,"7:1:1 7:2:2",7,2,2,2,3,"2:1:2 4:1:2 7:2:2",4,1,2,2,1,3,4,"1:1:2 2:1:2 2:2:2 7:1:1"
OO_MM,7,14,"7:1:1 7:2:2",7,2,2,3,3,"3:1:2 3:1:2 7:2:2",7,2,2,3,3,1,4,"3:1:2 3:1:2 3:1:2 3:1:2"
OO_WM,7,14,"7:0:1 7:2:2",7,0,1,1,3,"1:0:2 5:2:2 7:1:1",5,2,2,1,1,3,4,"1:0:1 1:1:2 3:1:2 7:2:2"
OO_WM,7,14,"7:0:1 7:2:2",7,0,1,2,3,"2:0:2 4:2:2 7:1:1",7,1,1,2,2,1,4,"2:0:1 2:2:2 4:1:1 4:2:2"
OO_WM,7,14,"7:0:1 7:2:2",7,0,1,3,3,"3:0:2 3:2:2 7:1:1",3,0,2,1,1,4,4,"1:0:2 1:1:2 3:1:1 7:2:2"
OO_WM,7,14,"7:0:1 7:2:2",7,0,1,4,3,"2:2:2 4:0:2 7:1:1",7,1,1,2,2,1,4,"2:1:1 2:2:2 4:0:1 4:2:2"
OO_WM,7,14,"7:0:1 7:2:2",7,0,1,5,3,"1:2:2 5:0:2 7:1:1",5,0,2,1,1,5,4,"1:0:2 1:1:1 3:1:2 7:2:2"
OO_WM,7,14,"7:0:1 7:2:2",7,0,1,6,2,"6:0:2 7:1:1",7,1,1,0,0,8,2,"6:0:1 6:2:2"
